id_movimiento,id_miembro,fecha,minuto,hora,importe,comercio,actividad_completa,actividad
38470,58,2011-06-17,1,14,301,88,IBERIA,IBERIA,AVION
72634,72,2005-09-14,55,23,37,VACACIONES EDREAMS SL,V.DIST.VIAJES Y TRANSPORTE DE VIAJEROS,VIAJE
25949,32,2010-07-28,41,15,8,85,SABA PL.MOSTENSES MADRID,SABA_TNA,MISC
39658,60,2010-01-09,31,18,18,29,PARELI, S.A.,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
70841,9,2007-04-24,24,15,46,34,DATAFONOS PARKING P4,GARAJES Y APARCAMIENTOS,COCHE
22576,29,2004-06-07,27,16,106,15,RESTAURANTE LA VILLA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
11148,12,2010-01-22,26,16,135,75,TABERNA GAZTELUPE,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
25128,30,2010-05-31,3,21,52,84,GRAN CIRCULO DE MADRID (CASINO,NH HOTELES,HOTEL
19388,23,2008-12-13,23,15,300,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
55375,80,2005-11-23,56,13,51,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
72397,72,2004-03-09,38,15,45,E.S RONDA DE SEGOVIA,GASOLINERAS,COCHE
48869,73,2005-03-03,17,16,3,4,PARKING EGUISA C/SEVILLA,GARAJES Y APARCAMIENTOS,COCHE
39538,60,2009-08-29,49,16,134,02,TABERNA DEL ALABARDERO,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
4543,4,2008-04-10,23,15,8,8,APARCAMIENTO COLON,GARAJES,RESTO DE APARCAMIENTOS,COCHE
48057,68,2006-10-10,32,13,102,LIVING IN LONDON SL,BAZARES, OBJETOS REGALO Y SOUVENIRS,REGALOS
2887,3,2005-02-06,19,17,285,04,CASTELLANA 179,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
47628,68,2005-06-07,7,14,8,05,IBERPISTAS, S.A.C.E.,AUTOPISTAS (TERMINALES),COCHE
40494,64,2006-06-18,26,17,84,26,GREGORIO III -GPRS,RESTAURANTES RESTO,RESTAURANTE
75999,37,2003-07-18,42,17,162,28,MERCADONA SA,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
24240,30,2006-06-19,8,17,10,25,UNIPOST S.A.,TRANSPORTES MERCANCIAS,ALMACENAMIENTO Y,VIAJE
72719,72,2006-03-22,59,15,1320,,FAMILY CLOTHING STORES,ROPA
38038,56,2010-04-09,13,1,1335,BERLIN BOUTIQUE S.A.,CONFECCION TEXTIL EN GENERAL,ROPA
11366,69,2003-04-21,48,17,50,E.E.S.S. CALERA,GASOLINERAS,COCHE
55548,80,2006-05-11,59,11,64,SURTIDOR HUSCO S.L,C.A.M.P.S.A.,COCHE
4325,4,2007-11-21,54,15,9,89,HIPERCOR CAMPO NACIONES-SUPER,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
10539,8,2011-03-18,20,19,105,KIOSCO LA PALOMA,CAFETERIAS,SNACKS,RESTAURANTE
37634,56,2004-11-02,30,16,60,06,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
3535,4,2005-12-19,55,12,7,46,MALLORCA,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
4493,4,2008-03-06,12,16,13,31,ALCAMPO-PIO XII,ALCAMPO,SUPERMERCADO
49019,73,2005-07-21,41,15,5,4,PARKING EGUISA C/SEVILLA,GARAJES Y APARCAMIENTOS,COCHE
4885,4,2009-01-09,10,14,62,88,GESA S.L.,GASOLINERAS,COCHE
29276,39,2010-01-22,58,15,164,EL GRAN BARRIL,RESTAURANTES RESTO,RESTAURANTE
43956,65,2011-05-26,3,17,100,WABI SABI,PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN,ESTETICA
38901,60,2007-09-02,8,22,22,2,HOSTELERIA NANI S A,RESTAURANTES RESTO,RESTAURANTE
65992,59,2006-05-02,59,14,554,15,RTE. GOIZEKO WELLINGTON,RESTAURANTES RESTO,RESTAURANTE
36455,48,2008-08-22,23,16,104,33,HOTEL VILLAREAL,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
48260,73,2003-01-04,10,19,52,5,,RESTAURANTES RESTO,RESTAURANTE
64868,61,2009-12-23,6,19,70,26,E.S. GUARROMAN II,C.A.M.P.S.A.,COCHE
4435,4,2008-02-01,39,16,7,5,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
18647,23,2006-01-12,32,15,10,APARCAMIENTO MAYOR,GARAJES,RESTO DE APARCAMIENTOS,COCHE
8212,6,2003-10-06,57,16,39,18,PLANET HOLLYWOOD,RESTAURANTES RESTO,RESTAURANTE
4426,4,2008-01-26,50,14,76,RESTAURANTE LA MAQUINA,RESTAURANTES RESTO,RESTAURANTE
31428,40,2009-10-08,37,23,39,38,ENTREVINOS,RESTAURANTES RESTO,RESTAURANTE
6992,5,2007-01-13,30,13,41,E.S. ETESSA,C.A.M.P.S.A.,COCHE
50892,73,2010-03-06,46,18,21,95,HIPERCOR ARROYOSUR,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
5081,4,2009-06-07,23,18,50,MENAJE DE HOSTELERIA,RESTAURANTES RESTO,RESTAURANTE
17148,20,2006-04-25,25,16,55,68,RESTAURANTE ALNORTE,RESTAURANTES RESTO,RESTAURANTE
11998,70,2003-03-24,50,15,43,22,E.S. S. CRUCE ESPEJAPEJA,GASOLINERAS,COCHE
11154,12,2010-02-09,27,19,69,PETROLANDIA SL,GASOLINERAS,COCHE
53088,78,2004-12-30,23,12,69,4,LIBRERIA BENEDETTI,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
22981,29,2006-01-30,5,11,28,04,JOVIPE SA,GASOLINERAS,COCHE
34475,45,2003-05-02,9,17,251,41,RESTAURANTE CASA VALENCIA,RESTAURANTES RESTO,RESTAURANTE
32099,41,2007-01-14,50,16,67,72,ESTACION DE SERVICIO ALCA,GASOLINERAS,COCHE
63902,61,2005-08-25,44,15,68,72,,VENTA BEBIDAS ALCOHOLICAS,BEBIDAS
21044,26,2006-10-07,42,8,160,47,HOTEL EXTREMADURA,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
27175,34,2003-09-25,10,16,74,9,KOREPON,RESTAURANTES RESTO,RESTAURANTE
9003,6,2006-07-15,59,11,52,66,TIENDA VIPS EQUINOCCIO,VIPS,MISC
10652,8,2011-07-01,32,19,92,4,ARROW,CONFECCION TEXTIL EN GENERAL,ROPA
2369,83,2007-08-18,40,17,89,29,CAFETERIA VIPS ATICA,VIPS,MISC
5056,4,2009-05-26,33,16,110,BICE,VIPS,MISC
40043,60,2011-02-23,11,16,42,RESTAURANTE DASER,RESTAURANTES RESTO,RESTAURANTE
48805,73,2004-12-09,36,15,57,02,BOCAITO,RESTAURANTES RESTO,RESTAURANTE
10458,8,2010-11-13,2,23,252,83,ALKALDE SL,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
4639,4,2008-06-25,29,11,10,TINSA,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
54888,80,2004-07-07,7,19,14,94,ALIMENTACION ARMANDO,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
3684,4,2006-05-21,35,18,36,25,BRAVO MADRID,DROGUERIAS, PERFUMERIAS,ESTETICA
32889,44,2006-05-11,3,9,20,29,NATURHOUSE,HERBOLARIOS, PLANTAS MEDICINALES Y PARAF,SALUD
20995,26,2006-06-16,53,15,210,97,REST AINOHA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
11118,12,2009-12-07,18,13,342,79,HOTEL SIDI SALER,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
66153,59,2007-05-02,52,15,71,,RESTAURANTES RESTO,RESTAURANTE
16899,20,2005-02-09,38,16,36,5,LA PASTA BETTY,RESTAURANTES RESTO,RESTAURANTE
669,1,2007-07-31,19,23,89,5,OSTERIA DEL BORGO,RESTAURANTES RESTO,RESTAURANTE
29304,39,2010-03-30,13,15,32,15,RESTAURANTE GREGORY S,RESTAURANTES RESTO,RESTAURANTE
28351,35,2009-05-13,4,0,600,,CAJEROS AUTOMATICOS,CA$H
38697,60,2007-01-27,55,22,94,69,GINO'S HERMOSILLA,VIPS,MISC
46014,66,2010-12-22,51,17,83,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
51500,77,2006-04-17,11,11,50,FEU VERT IBERICA S.A.,FEU VERT/DELAUTO,COCHE
63569,61,2004-02-22,21,15,57,75,E.S. ARTURO SORIA,GASOLINERAS,COCHE
47488,68,2005-01-07,25,14,65,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
20093,24,2008-09-22,17,19,52,29,RESTAURANTE CHULIA,RESTAURANTES RESTO,RESTAURANTE
29544,39,2011-08-01,30,20,500,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
65635,74,2009-08-23,41,15,984,44,,HERTZ,COCHE
47462,68,2004-12-27,46,15,12,89,ES LAS CUARTILLAS,GASOLINERAS,COCHE
41336,65,2003-01-27,44,15,66,25,TOLES 2, S.L.,RESTAURANTES RESTO,RESTAURANTE
35570,49,2007-05-30,48,14,372,35,CASA PALACIO ATOCHA,ALQUILER Y VENTA DE BIENES INMUEBLES,HOTEL
19956,24,2007-04-26,55,15,37,2,RESTAURANTE CHULIA,RESTAURANTES RESTO,RESTAURANTE
49181,73,2006-01-04,25,17,18,02,COMERCIAL NARVAEZ,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
60653,28,2003-09-24,38,17,1000,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
35269,49,2003-07-24,33,15,118,75,TAQUERIA DEL ALAMILLO SL,RESTAURANTES RESTO,RESTAURANTE
38571,58,2011-10-27,59,16,145,69,RESTAURANTE LA GITANA - M,RESTAURANTES RESTO,RESTAURANTE
63929,61,2005-09-17,29,16,115,83,RESTAURANTE DE MARIA,RESTAURANTES RESTO,RESTAURANTE
54317,78,2009-09-28,21,15,7,69,APARCAMIENTO CORTES,GARAJES Y APARCAMIENTOS,COCHE
46646,67,2009-07-30,32,16,29,89,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
39811,60,2010-06-17,34,0,188,6,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
53840,78,2007-11-24,35,1,23,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
55621,80,2006-08-02,1,16,10,RESTAURANTE LAS B B B,RESTAURANTES RESTO,RESTAURANTE
71584,10,2003-10-03,24,17,146,22,CASA CLUB STA.CLARA GOLF,ESPECTACULOS Y DEP NIVEL2,SALIDAS
31203,40,2008-12-30,57,20,80,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
34527,45,2003-11-21,58,19,185,GLENMORE,CONFECCION TEXTIL EN GENERAL,ROPA
53529,78,2006-09-02,55,10,50,9,GASOVIDO S.A.,GASOLINERAS,COCHE
59412,54,2007-03-12,36,23,116,PELOTARI,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
5800,4,2010-10-06,47,9,20,5,FARMACIA MARIO VICENTE-AR,FARMACIAS,SALUD
65905,59,2005-04-30,40,18,103,93,PASTELERIAS MALLORCA  (KE),SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
57624,80,2011-09-18,39,15,12,3,RESTAURANTE EL ORIGINAL,RESTAURANTES RESTO,RESTAURANTE
61765,28,2007-08-16,24,15,55,AGIP-VILLAS VIEJAS,AGIP,COCHE
23203,29,2007-01-25,29,15,63,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
45654,66,2010-01-03,52,0,240,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
34393,42,2006-03-20,8,0,154,28,ARTURO TEATRO REAL,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
22551,29,2004-04-21,14,13,240,JOYERIA DELICIAS,JOYERIAS Y RELOJERIAS,COMPRA BIENES LUJO
1111,1,2009-06-05,49,19,34,4,SGEL 1002 T1 13,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
46442,67,2007-02-11,12,16,85,3,RESTAURANTE AL PASEO,RESTAURANTES RESTO,RESTAURANTE
68666,50,2007-01-01,38,12,3020,RICHEMONT IBERIA  S L,JOYERIAS Y RELOJERIAS,COMPRA BIENES LUJO
73346,72,2010-02-18,25,15,5,55,PARKING GOYA,GARAJES Y APARCAMIENTOS,COCHE
49966,73,2007-12-21,18,10,37,9,PESCADERIAS FIURPESCA,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
16805,20,2004-10-04,6,16,249,47,RESTAURANTE LA OLMA,RESTAURANTES RESTO,RESTAURANTE
17960,21,2010-08-29,34,23,93,84,HOTEL R. CURRITO,RESTAURANTES RESTO,RESTAURANTE
52263,77,2009-07-30,30,15,1,35,PK VELAZQUEZ JORGE JUAN,GARAJES Y APARCAMIENTOS,COCHE
55857,80,2007-04-27,34,13,23,79,FERMIN RUIZ ESCRIBANO,DROGUERIAS, PERFUMERIAS,ESTETICA
51644,77,2007-03-13,56,12,73,E.S. DIANA, S.A.,C.A.M.P.S.A.,COCHE
74442,52,2007-01-01,27,14,17,89,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
4532,4,2008-03-31,28,19,14,47,MALLORCA,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
29738,40,2003-12-28,17,15,44,5,MERCADONA SA,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
51752,77,2007-09-26,24,9,86,77,E S MONTECLARO S A,GASOLINERAS,COCHE
3873,4,2006-10-17,42,17,5,92,MALLORCA,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
72554,72,2005-03-06,46,15,34,JIF TRAVELL VIAJAR.COM MA,AGENCIAS DE VIAJES,VIAJE
51170,77,2004-04-22,40,15,81,68,AREA SERVIC. PERALEDA, SL,GASOLINERAS,COCHE
15906,19,2003-08-25,30,15,107,4,S HOSTAL D ALGAIDA,RESTAURANTES RESTO,RESTAURANTE
67278,55,2007-07-22,25,18,11,77,HOTEL JUAN CARLOS I,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
29432,39,2010-10-28,57,15,78,83,CASTELLANA 179,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
55245,80,2005-07-19,48,14,37,9,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
70735,9,2006-08-10,32,15,84,11,,RESTAURANTES RESTO,RESTAURANTE
48581,73,2004-01-25,34,15,57,7,RIOFRIO,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
23170,29,2006-12-02,8,12,150,14,PARADOR DE PLASENCIA,PARADORES NACIONALES,HOTEL
61321,28,2006-01-29,41,12,600,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
60004,54,2009-11-26,57,22,146,CASA MUNDI,RESTAURANTES RESTO,RESTAURANTE
8691,6,2005-08-16,48,16,82,73,,RESTAURANTES RESTO,RESTAURANTE
14355,16,2009-04-29,27,16,36,RESTAURANTE CASA GADES,RESTAURANTES RESTO,RESTAURANTE
27795,35,2005-03-27,4,16,67,68,TONY ROMA S,RESTAURANTES RESTO,RESTAURANTE
41266,64,2011-09-16,39,9,149,41,PEDRO ALONSO CALLEJA,FARMACIAS,SALUD
62453,28,2009-11-07,28,10,190,COSTA TEGUISE GOLF,CLUBS DEPORTIVOS,DEPORTE
23532,29,2008-07-11,28,13,80,54,VICAUTO MOTOR GAZA SL,AUTOM.Y MOTOCICLETAS ( VENTAS Y REPARAC),COCHE
40669,64,2008-01-23,31,16,61,61,HOTEL ABBA MADRID,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
18792,23,2006-07-13,22,18,64,55,EE.SS.ALCOBENDAS DCHA-VEL,AGIP,COCHE
40512,64,2006-09-26,40,17,100,4,SALAMAR,RESTAURANTES RESTO,RESTAURANTE
68768,50,2007-08-29,21,12,240,DEYRE ESTEPONA,HOSPITALES,SANATORIOS Y CONSULTAS MEDIC,SALUD
39738,60,2010-03-24,2,16,41,59,HORREO IV,RESTAURANTES RESTO,RESTAURANTE
26465,32,2011-02-17,29,11,0,23,DANIEL PLAZA ASENJO,TAXIS,COCHE
34628,46,2010-10-21,31,16,43,59,TIENDA VIPS CIUDAD LINEAL,VIPS,MISC
45294,66,2008-10-18,1,11,16,PARKING RICARDO MICO,GARAJES Y APARCAMIENTOS,COCHE
40633,64,2007-11-10,41,15,40,13,LA BAMBOLA,RESTAURANTES RESTO,RESTAURANTE
38796,60,2007-05-19,0,0,55,LA TRUCHA 3,RESTAURANTES RESTO,RESTAURANTE
62146,28,2008-11-22,37,0,15,8,ENTRADAS.COM,ESPECTACULOS Y DEPORTES,SALIDAS
38375,58,2010-09-01,43,22,86,09,CASA PEDRO,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
47919,68,2006-03-27,38,17,33,18,CEDIPSA -MIRASIERRA,GASOLINERAS,COCHE
55902,80,2007-06-11,40,15,33,16,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
60738,28,2004-02-02,29,15,12,39,ENTRADAS.COM,ESPECTACULOS Y DEPORTES,SALIDAS
75804,79,2011-08-16,0,16,68,3,RESTAURANTE LA BOLERA,RESTAURANTES RESTO,RESTAURANTE
62233,28,2009-04-23,51,11,300,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
49311,73,2006-05-31,20,23,75,65,BAR LA CASTELA - RESTAURA,RESTAURANTES RESTO,RESTAURANTE
51273,77,2005-01-13,32,15,65,E.S. JACINTO NIETO E HIJOS,C.A.M.P.S.A.,COCHE
64083,61,2006-05-05,51,10,47,7,CANAL DE EDITORIALES S A,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
67439,55,2008-11-27,36,19,34,65,E.S. TRES CANTOS MARKOIL,BP OIL,COCHE
27115,34,2003-04-27,32,15,353,75,RESTAURANTE BALZAC,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
3857,4,2006-10-08,35,10,8,44,GRIOTIN PASTELERIA,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
3296,4,2005-03-09,22,15,8,1,,DUTY FREE STORES,DUTYFREE
46752,67,2010-06-21,46,15,23,9,E.S.EL CARRALERO SA,GASOLINERAS,COCHE
41583,65,2003-12-28,20,13,64,19,T.L.I. MADRID,ALDEASA,DUTYFREE
66341,59,2008-11-07,36,12,223,41,SUPERMERCADO SANCHEZ ROMERO,SL,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
66572,59,2010-11-09,40,15,84,29,,INTER-CONTINENTAL,HOTEL
13520,15,2010-03-10,22,16,120,RESTAURANTE CASA DOMINGO,VENTA A DIST.RESTAURAC.Y COMIDA RAPIDA,RESTAURANTE
19010,23,2007-07-04,22,15,4,19,PK VELAZQUEZ JORGE JUAN,GARAJES Y APARCAMIENTOS,COCHE
31142,40,2008-10-17,24,13,87,DYKINSON LIBROS,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
70739,9,2006-08-16,58,16,259,44,,DUTY FREE STORES,DUTYFREE
1283,1,2010-02-28,19,16,22,89,SLAHERTY@S BAR AND GRILL,CAFETERIAS,SNACKS,RESTAURANTE
60176,54,2010-09-20,47,0,310,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
25903,32,2010-06-30,22,16,110,98,SUNRISE KEBAB,RESTAURANTES RESTO,RESTAURANTE
59951,54,2009-08-31,0,17,296,ASADOR DE LA ESQUINA,RESTAURANTES RESTO,RESTAURANTE
5597,4,2010-04-13,56,19,18,26,CARREFOUR28043 HORTALEZA,CARREFOUR,SUPERMERCADO
75752,79,2011-05-27,1,14,494,94,AIR EUROPA LINEAS AEREAS,AIR EUROPA,AVION
28648,35,2011-08-28,23,21,600,,CAJEROS AUTOMATICOS,CA$H
33336,44,2008-07-08,4,13,130,LORENZO MARQUEZ GC,ZAPATERIAS,ROPA
59863,54,2009-04-08,54,18,21,79,SAL Y PIMIENTA MEDITERRANEO SL,CAFETERIAS,SNACKS,RESTAURANTE
38840,60,2007-07-04,7,11,336,77,PARADOR 6 ALMAGRO,PARADORES NACIONALES,HOTEL
3349,4,2005-05-19,17,15,66,5,E.S.GESA CARBURANTES S.L.,GASOLINERAS,COCHE
10321,8,2010-02-20,3,11,50,ALOJAMIEN.RURALES EL CLOS,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
56220,80,2008-03-25,52,16,139,35,REST. MOA#A,RESTAURANTES RESTO,RESTAURANTE
64951,74,2003-06-02,16,16,171,33,,HELADERIA,RESTAURANTE
29031,39,2008-05-11,29,16,91,59,E.S. LAS CINCO PIEZAS,GASOLINERAS,COCHE
32292,41,2007-10-25,45,17,48,68,E. S. HIPODROMO,C.A.M.P.S.A.,COCHE
16220,19,2005-03-07,40,15,121,54,CRONOCHEF BERNABEU,RESTAURANTES RESTO,RESTAURANTE
950,1,2008-09-27,29,19,-67,AURIGACROWN CAR HIRE,ALQUILER AUTOMOVILES,COCHE
75013,75,2010-10-05,47,0,1402,09,VIAJES ECI,EL CORTE INGLES,COMPRA BIENES
38340,58,2010-08-12,33,15,59,36,,RESTAURANTES RESTO,RESTAURANTE
39552,60,2009-09-16,25,19,42,27,SPOTT RESTAURA, S.L.,RESTAURANTES RESTO,RESTAURANTE
67192,55,2006-08-08,56,15,1909,69,,TRANSPORTE VIAJEROS ( VIA MARITIMA ),BARCO
58750,82,2011-09-29,7,15,65,95,CEPSA 33099-1 MILAGRO,GASOLINERAS,COCHE
62407,28,2009-09-17,21,10,300,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
31974,41,2006-07-08,0,15,141,55,LA ALBUFERA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
44932,66,2007-10-21,5,15,45,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
26764,32,2011-07-28,44,16,150,27,HOTEL R. CURRITO,RESTAURANTES RESTO,RESTAURANTE
37565,56,2003-11-22,16,0,174,72,RESTAURANTE CASTELLO 9,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
58423,82,2010-07-23,6,14,9,69,IBERPISTAS, S.A.C.E.,AUTOPISTAS (TERMINALES),COCHE
30259,40,2005-12-01,40,23,13,EL CAPRICHO,CAFETERIAS,SNACKS,RESTAURANTE
31378,40,2009-08-14,15,16,63,47,PIZZERIA NABUCCO,RESTAURANTES RESTO,RESTAURANTE
22745,29,2005-02-12,13,0,137,71,HORIZONTAL,RESTAURANTES RESTO,RESTAURANTE
51092,77,2003-11-13,18,15,68,31,E.S. ALMARAZ KM. 200, S.L.,GASOLINERAS,COCHE
56853,80,2009-11-27,25,17,82,5,FERRETERIA LUYFER,FERRETERIA,BRICOLAJE,MENAJE DEL HOGAR,HOGAR
17999,21,2011-01-10,43,15,28,89,APARCAMIENTO MAYOR,GARAJES Y APARCAMIENTOS,COCHE
14395,16,2009-08-05,55,16,180,89,REST LA NUEVA PARADA,RESTAURANTES RESTO,RESTAURANTE
38962,60,2007-10-22,40,22,6,19,RADIO TAXI,TAXIS,COCHE
40262,64,2003-03-09,29,15,36,7,REST. ALFREDO,RESTAURANTES RESTO,RESTAURANTE
71461,9,2010-11-30,29,17,109,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
10972,12,2009-05-18,44,0,46,79,DECATHLON ALCOBENDAS,DECATHLON,ROPA
29345,39,2010-07-09,10,11,82,37,E.S. LAS ROZAS,C.A.M.P.S.A.,COCHE
27540,35,2003-06-14,35,8,148,41,GOLF BEACH APART HOTEL S.A.,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
24522,30,2007-07-17,55,18,68,05,GRAN CIRCULO DE MADRID (CASINO,CLUBS DEPORTIVOS,DEPORTE
29854,40,2004-05-24,33,15,125,LA VACA ARGENTINA,RESTAURANTES RESTO,RESTAURANTE
3149,4,2004-08-09,43,19,16,5,VIPS PRINCIPE DE VERGARA,VIPS,MISC
13655,15,2010-11-22,34,16,115,EL GARBI RESTAURANTE,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
1440,2,2003-11-10,0,16,44,93,HOTEL DE BORLE#A,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
41489,65,2003-09-06,4,18,82,66,CARREFOUR MAJADAHONDA,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
53252,78,2005-09-07,39,15,5,4,APARCAMIENTO CORTES,GARAJES,RESTO DE APARCAMIENTOS,COCHE
60994,28,2005-01-28,25,1,33,43,L'OSTERIA PINOCCHIO,RESTAURANTES RESTO,RESTAURANTE
67120,55,2006-02-24,55,15,32,SUPLIDOS EMISION BILLETE,LINEAS AEREAS,AVION
57491,80,2011-05-26,30,19,34,5,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
14876,17,2009-03-05,50,0,350,ZORZAL,RESTAURANTES RESTO,RESTAURANTE
13049,15,2008-04-02,2,16,0,75,APARCAMIENTO MAYOR,GARAJES,RESTO DE APARCAMIENTOS,COCHE
14069,16,2007-05-17,36,22,81,LOS CANAPES DE ALCALA,CAFETERIAS,SNACKS,RESTAURANTE
53158,78,2005-04-28,31,15,92,8,RESTAURANTE LA ANCHA,RESTAURANTES RESTO,RESTAURANTE
10693,8,2011-08-16,45,15,73,19,,GASOLINERAS,COCHE
334,1,2005-08-03,53,0,471,69,SOFITEL LAS DUNAS,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
9048,6,2006-10-02,16,20,80,45,ES BOADILLA,GASOLINERAS,COCHE
"34133,42,2003-06-02,53,15,240,53,,""DIRECT MARKETING-COMBINATION CATALOG&amp;RET"",DIRECT MARKETING"
54341,78,2009-10-30,46,14,610,YUSTY,CONFECCION TEXTIL EN GENERAL,ROPA
20357,24,2011-03-17,20,17,120,HARCHET,RESTAURANTES RESTO,RESTAURANTE
45592,66,2009-11-19,25,15,3,7,PK VELAZQUEZ JORGE JUAN,GARAJES Y APARCAMIENTOS,COCHE
52517,77,2010-04-19,44,18,1,85,ACCESOS DE MADRID,AUTOPISTAS (TERMINALES),COCHE
57565,80,2011-07-15,25,12,44,45,JESUS SAN SEGUNDO NAVAS,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
29687,40,2003-10-12,57,15,29,6,CERVECERIA STA BARBARA,CAFETERIAS,SNACKS,RESTAURANTE
72951,72,2007-12-09,40,15,80,19,,DIRECT MARKETING-DIRECT MARKETERS,NOT EL,DIRECT MARKETING
55714,80,2006-11-21,57,23,41,59,CAFETERIA RESTAURANTE  DADOS,RESTAURANTES RESTO,RESTAURANTE
72140,10,2006-12-25,12,15,560,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
56070,80,2007-11-16,37,17,74,15,RESTAURANTE EL MONTERO,RESTAURANTES RESTO,RESTAURANTE
7947,5,2011-05-17,0,18,26,HOTEL URBAN,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
