id_movimiento,id_miembro,fecha,minuto,hora,importe,comercio,actividad_completa,actividad
64985,74,2003-08-29,46,23,213,69,GOIZEKO KABI,RESTAURANTE RESTO NIVEL 2,RESTAURANTE
15137,17,2010-05-11,30,14,54,06,E.S. SANTA ENGRACIA,CEPSA,COCHE
68982,50,2008-09-08,26,12,58,38,E. S. HIPODROMO,C.A.M.P.S.A.,COCHE
16430,19,2006-04-14,10,16,36,ARENAS CAMACHO, SL.,GASOLINERAS,COCHE
57447,80,2011-04-28,41,17,40,9,LA CASA GALLEGA,RESTAURANTES RESTO,RESTAURANTE
16316,19,2005-08-29,55,12,500,,CAJEROS AUTOMATICOS,CA$H
8885,6,2006-02-23,18,15,48,25,EL CENADOR DEL PRADO,RESTAURANTES RESTO,RESTAURANTE
52770,77,2011-03-31,9,12,350,FEDERACION HIPICA ESPA#OL,CLUBS DEPORTIVOS,DEPORTE
58061,81,2011-01-25,38,23,99,9,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
34589,46,2010-06-29,34,0,-60,EL CORTE INGLES C.C. CAMPO NAC,EL CORTE INGLES,COMPRA BIENES
16880,20,2005-01-20,40,15,34,5,LIBRERIA GAL.  A. MACHADO,VENTA DIST.LIBROS,DISCOS,VIDEOS ,CD'S,LIBRERIA
44951,66,2007-10-30,11,20,54,43,TEXACO PETROLIFERA SA,GASOLINERAS,COCHE
50834,73,2010-01-13,6,20,160,CARMINA ALBALADEJO,ZAPATERIAS,ROPA
59128,54,2005-08-01,57,16,752,38,PERFUMERIA PRIETO,G.SUPERFICIES DE DROGUERIA Y PERFUMERIA,SUPERMERCADO
53045,78,2004-09-25,40,15,194,74,LA ALBUFERA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
20716,26,2004-10-17,10,14,49,CORTE INGLES SANCHINARRO,EL CORTE INGLES,COMPRA BIENES
32297,41,2007-10-26,49,16,39,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
2652,83,2009-06-08,17,17,17,EMBASSY  S A,CAFETERIAS,SNACKS,RESTAURANTE
17778,21,2006-12-18,29,16,105,8,RESTAURANTE LION,RESTAURANTES RESTO,RESTAURANTE
24322,30,2006-09-12,44,16,25,PODOCEN,S.L.,HOSPITALES,SANATORIOS Y CONSULTAS MEDIC,SALUD
52351,77,2009-11-25,56,14,96,RESTAURANTE SEVILLA BAHIA,RESTAURANTES RESTO,RESTAURANTE
13516,15,2010-02-27,24,12,64,5,E.S.VEGONES DER,C.A.M.P.S.A.,COCHE
39120,60,2008-03-06,38,10,9,35,TAXI DE MADRID 15311,TAXIS,COCHE
44317,62,2011-03-13,53,13,468,HOTEL INGLES,MELIA (CADENA DE HOTELES),HOTEL
51629,77,2007-02-07,56,16,298,51,,WESTIN (WESTIN HOTELS),HOTEL
74107,52,2005-08-28,36,15,53,7,MAKRO PUERTO (GASOLINERA),HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
74255,52,2006-04-01,2,1,192,27,RESTAURANTE DE MARIA,RESTAURANTES RESTO,RESTAURANTE
31374,40,2009-08-08,28,18,64,19,RESTAURANTE PAELLA REAL,RESTAURANTES RESTO,RESTAURANTE
72413,72,2004-04-27,35,22,82,7,JULIAN DE TOLOSA S.A.,RESTAURANTE 4/5 TENEDORES NIVEL 2,RESTAURANTE
49613,73,2007-03-07,21,16,76,93,BAR LA CASTELA - RESTAURA,RESTAURANTES RESTO,RESTAURANTE
25254,30,2010-11-01,41,18,86,4,DIALOGO LIBROS S L,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
8224,6,2003-10-16,21,15,13,5,APARCAMIENTO CORTES,GARAJES APARCAMIENTOS NIVEL 4,COCHE
66295,59,2008-06-09,25,16,542,VIAJES ECI,EL CORTE INGLES,COMPRA BIENES
16841,20,2004-11-30,17,16,34,99,TRATTORIA QUINTANA,RESTAURANTES RESTO,RESTAURANTE
74592,52,2007-09-05,10,23,55,ALDUCCIO BABUCCIO SL,CAFETERIAS,SNACKS,RESTAURANTE
5286,4,2009-10-14,6,16,115,CASA BENITO,RESTAURANTES RESTO,RESTAURANTE
14300,16,2008-08-23,9,19,704,21,PARADOR DE PONTEVEDRA,PARADORES NACIONALES,HOTEL
22487,29,2003-12-12,43,22,85,38,CASAS COLGADAS,RESTAURANTE 4/5 TENEDORES NIVEL 2,RESTAURANTE
16418,19,2006-03-28,55,15,8,25,SABA PTO. BANUS MARBELLA,GARAJES,RESTO DE APARCAMIENTOS,COCHE
33245,44,2008-01-31,22,19,73,38,CORTE INGLES SANCHINARRO,EL CORTE INGLES,COMPRA BIENES
40468,64,2006-03-06,34,16,67,41,HOTEL ABBA MADRID,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
63316,76,2009-05-03,0,9,2900,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
38160,58,2010-02-24,15,21,91,9,CERVECERIA XUBIN,CAFETERIAS,SNACKS,RESTAURANTE
54987,80,2004-10-25,40,15,183,EL BARRIL DE SAN PASCUAL,CAFETERIAS,SNACKS,RESTAURANTE
41737,65,2004-05-24,50,14,12,39,BAR LA PICOTA,CAFETERIAS,SNACKS,RESTAURANTE
570,1,2007-02-16,20,16,2,34,AUTOPISTA DEL SOL,AUTOPISTAS (TERMINALES),COCHE
11273,12,2010-11-10,45,16,154,3,RESTAURANTE GOIZEKO WELLI,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
75199,57,2003-06-17,28,15,71,25,INSOTEL CLUB PUNTA PRIMA,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
48456,73,2003-08-28,34,15,179,58,TRAVELPRICE SPAIN,LINEAS AEREAS,AVION
69901,11,2007-11-02,26,12,89,9,JUTECO,G.SUPERFICIES DE DROGUERIA Y PERFUMERIA,SUPERMERCADO
57434,80,2011-04-19,4,13,244,52,EROSKI CNETER SOTILLO DE,EROSKI,SUPERMERCADO
59083,54,2005-04-18,0,17,113,REST. MIGUEL ANGEL,RESTAURANTES RESTO,RESTAURANTE
25571,31,2003-08-20,11,15,51,15,VENTA LA GIRALDA,RESTAURANTES RESTO,RESTAURANTE
26363,32,2010-12-21,8,17,20,RADIO TLF LIC 2697,TAXIS,COCHE
54387,78,2009-12-19,58,19,139,89,E.S. LAS ROZAS MARKOIL,GASOLINERAS,COCHE
17189,20,2006-07-11,52,15,23,05,VIPS CAF. HERON CITY,VIPS,MISC
64224,61,2006-12-15,55,22,88,16,RTE. HOTEL MIRANDA SUIZO,RESTAURANTES RESTO,RESTAURANTE
44559,63,2004-06-09,42,15,37,5,GALFAB,GASOLINERAS,COCHE
37425,53,2011-05-31,32,14,300,LOEWE HERMANOS,LOUIS VUITTON/LOEWE,ROPA
29502,39,2011-04-12,33,19,355,42,RESTAURANTE SE#ORIO DE ALCOCER,RESTAURANTES RESTO,RESTAURANTE
51439,77,2005-12-24,19,17,355,LA LEYENDA,RESTAURANTES RESTO,RESTAURANTE
47338,68,2004-08-04,2,15,329,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
60259,54,2011-04-07,32,15,23,98,,INSTRUMENTOS MUSICALES,COMPRA BIENES
39328,60,2008-11-25,17,21,9,6,EMBASSY,CAFETERIAS,SNACKS,RESTAURANTE
70115,11,2009-08-31,33,16,373,89,UTERQUE,GRUPO ZARA,ROPA
1742,2,2005-11-10,41,20,101,76,MERCADONA SA,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
72187,10,2007-02-16,51,15,26,95,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
53612,78,2006-12-23,29,13,98,83,EL GRUMET,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
58064,81,2011-01-27,47,15,22,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
41921,65,2004-12-10,29,15,44,43,CEPSA E.S. CAMPOLLANO,GASOLINERAS,COCHE
59938,54,2009-08-06,54,16,183,LA ESTACION DE SOTO,RESTAURANTES RESTO,RESTAURANTE
38859,60,2007-07-22,24,23,58,HOSTELERIA NANI S A,RESTAURANTES RESTO,RESTAURANTE
34382,42,2006-02-19,3,22,68,GALFAB,GASOLINERAS,COCHE
49585,73,2007-02-05,22,13,145,ADOLFO DOMINGUEZ, S.A.,ADOLFO DOMINGUEZ,ROPA
56311,80,2008-06-06,52,17,22,5,CAFE BAR PERISO,CAFETERIAS,SNACKS,RESTAURANTE
45952,66,2010-11-02,16,16,259,39,DON GIOVANNI,RESTAURANTES RESTO,RESTAURANTE
20473,26,2003-03-03,28,15,350,TIME ELECTRONICS,BAZARES, OBJETOS REGALO Y SOUVENIRS,REGALOS
34711,46,2011-04-02,50,14,105,94,MASSIMO DUTTI,GRUPO ZARA,ROPA
19027,23,2007-07-17,57,17,6,4,METRO DE MADRID, S.A.,METRO,TREN
15331,17,2011-01-20,3,16,250,CLUB FINANCIERO GENOVA,RESTAURANTES RESTO,RESTAURANTE
41891,65,2004-11-05,53,13,52,54,PAPELERIA EL CAMPUS,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
48480,73,2003-09-26,51,11,60,43,SEMON,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
64135,61,2006-07-16,25,23,88,8,RESTAURANTE NODO,RESTAURANTES RESTO,RESTAURANTE
20819,26,2005-07-10,17,10,155,88,GRAN HOTEL ERCILLA,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
31310,40,2009-05-17,21,23,76,55,LA BODEGONA,RESTAURANTES RESTO,RESTAURANTE
47918,68,2006-03-26,0,15,13,5,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
41840,65,2004-09-09,45,22,29,39,CAFETERIA LA FUENTE,RESTAURANTES RESTO,RESTAURANTE
31928,41,2006-04-28,57,19,35,RPC SIGLO 21,CAFETERIAS,SNACKS,RESTAURANTE
28623,35,2011-06-18,34,9,600,,CAJEROS AUTOMATICOS,CA$H
47231,68,2004-04-26,59,15,52,SHABAY,CLUBS,SALAS FIESTA,PUBS,DISCOTECAS,BARES,SALIDAS
56428,80,2008-09-30,58,19,141,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
329,1,2005-07-25,17,14,69,27,RESTAURANTE TSE - YANG,RESTAURANTES RESTO,RESTAURANTE
7145,5,2007-09-21,55,0,608,CENTRO OPTICO MEDINA-TEJADA,FOTOGRAFIA,EQUIPOS CINE,OPTICA,INST.MEDI,IMAGEN
35047,47,2011-02-12,2,18,19,6,PINTOR ROSALES 20,CAFETERIAS,SNACKS,RESTAURANTE
66354,59,2009-01-04,30,15,57,52,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
4196,4,2007-08-15,28,15,158,77,IBERIA,IBERIA,AVION
21000,26,2006-06-22,38,10,66,8,HOTEL EUROBUILDING,NH HOTELES,HOTEL
48673,73,2004-06-04,51,11,27,04,LIBROS DE VIAJE, S.A.,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
72374,72,2004-01-13,23,14,49,95,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
61392,28,2006-04-21,17,12,102,FRUTAS FELIX VAZQUEZ SL,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
29506,39,2011-04-21,42,15,153,HOTEL ADLER,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
42329,65,2006-03-21,50,16,90,51,TEATRIZ HERMOSILLA,VIPS,MISC
9037,6,2006-09-22,18,15,61,2,RODILLA -BOADILLA DEL MON,COMIDA RAPIDA,RESTAURANTE
63625,61,2004-07-04,58,15,903,96,TIKAL VIAJES,LINEAS AEREAS,AVION
62715,28,2011-02-17,27,21,15,89,CINES VERDI MADRID,VENTA DE ENTRADA CON TERMINALES NO ATE,SALIDAS
49467,73,2006-10-22,31,21,15,39,LA MONTERIA,RESTAURANTES RESTO,RESTAURANTE
56240,80,2008-04-09,45,15,12,01,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
52358,77,2009-12-08,15,14,52,47,HOTEL ADLER,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
49356,73,2006-07-10,1,13,39,CASABLANCA,CONFECCION TEXTIL EN GENERAL,ROPA
18316,23,2004-08-22,4,14,3,25,AUTOPISTA CONCES.ASTUR-LEONESA,AUTOPISTAS (TERMINALES),COCHE
10761,12,2008-03-17,35,0,176,22,RESTAURTE LA MAQUINA,RESTAURANTES RESTO,RESTAURANTE
625,1,2007-05-27,35,15,1,64,AUTOPISTA DEL SOL,AUTOPISTAS (TERMINALES),COCHE
37332,53,2011-03-09,4,17,72,RESTAURANTE HISPANO,RESTAURANTES RESTO,RESTAURANTE
25653,32,2010-03-03,34,16,100,26,LA SACRISTIA,RESTAURANTES RESTO,RESTAURANTE
73210,72,2009-06-30,51,0,19,89,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
72047,10,2006-05-03,30,16,630,28,VIAJES TIKAL S.A.,AGENCIAS DE VIAJES,VIAJE
25524,31,2003-04-28,6,16,262,73,PUERTA MAR,RESTAURANTES RESTO,RESTAURANTE
22687,29,2004-11-28,31,15,64,86,JOVIPE SA,GASOLINERAS,COCHE
60222,54,2011-01-15,8,14,4,57,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
41247,64,2011-07-24,56,16,380,CH CAROLINA HERRERA,CONFECCION TEXTIL EN GENERAL,ROPA
62318,28,2009-07-17,45,9,21,64,ALLGOLF SUPERMERCADO,SUPERM.ALIMENTACION MANUAL,SUPERMERCADO
51946,77,2008-05-31,6,14,95,23,RESTAURANTE LA GITANA,RESTAURANTES RESTO,RESTAURANTE
14012,16,2007-01-04,47,14,75,86,FNAC CALLAO,FNAC,LIBRERIA
48322,73,2003-03-19,39,14,254,RESTAURANTE HELEN'S,RESTAURANTES RESTO,RESTAURANTE
52827,77,2011-06-12,57,12,118,15,CAVA DE MAGALLANES ADMON N  27,EXPENDIDURIA OFICIAL DE TABACO,TABACO
20643,26,2004-05-21,38,16,202,RESTAURANTE COMBARRO,RESTAURANTES RESTO,RESTAURANTE
46115,66,2011-04-06,14,16,210,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
1744,2,2005-11-13,26,15,569,79,ZARAUZ,CONFECCION TEXTIL EN GENERAL,ROPA
63668,61,2004-09-12,33,14,42,52,CANAL DE EDITORIALES S A,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
34556,46,2010-04-02,35,22,99,69,RESTAURANTE LUA PUERTO RE,RESTAURANTES RESTO,RESTAURANTE
33680,44,2010-05-21,24,14,180,REST. EL JARDIN,RESTAURANTES RESTO,RESTAURANTE
41660,65,2004-03-08,38,15,54,45,PASAT PLUS TAXITRONI-MADR,TAXIS,COCHE
5012,4,2009-04-27,43,13,8,73,EROSKI CENTER PLAZA DE PERU,EROSKI,SUPERMERCADO
67611,55,2010-07-09,19,18,79,19,LEROY MERLIN ESPANA SL,LEROY MERLIN,SUPERMERCADO
38904,60,2007-09-04,8,11,10,39,TAXI DE MADRID 10374,TAXIS,COCHE
2619,83,2009-04-02,57,16,30,E.S. ESCARZANO,GASOLINERAS,COCHE
8237,6,2003-10-29,34,15,81,01,CATERING JEPBURN SL,RESTAURANTES RESTO,RESTAURANTE
9222,6,2007-03-07,39,15,6,4,PARKING EGUISA C/SEVILLA,GARAJES Y APARCAMIENTOS,COCHE
38364,58,2010-08-27,6,14,106,58,,PASSENGER RAILWAYS,TREN
25301,30,2011-01-07,27,0,23,04,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
1843,2,2006-07-02,11,18,104,COMPTOIR DES CONTONNIERS,CONFECCION TEXTIL EN GENERAL,ROPA
59300,54,2006-09-13,8,17,135,LA TASQUITA DE ENFRENTE,RESTAURANTES RESTO,RESTAURANTE
18115,22,2009-01-11,11,13,1400,RESTAURANTE EL AMPARO,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
74143,52,2005-10-10,42,15,144,PINEDA CUARTO DE PALOS,CLUBS DEPORTIVOS,DEPORTE
72101,10,2006-10-20,41,15,630,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
2103,83,2005-11-24,49,15,34,LATIGAZO FLORIDA S.L.,RESTAURANTES RESTO,RESTAURANTE
28023,35,2006-11-27,41,16,355,13,ANGEL CUENLLAS S.L.,RESTAURANTES RESTO,RESTAURANTE
1021,1,2008-12-24,51,17,40,9,LA CAROLINA IZD AGIP ESP,AGIP,COCHE
5940,4,2011-02-28,28,17,108,FNAC CALLAO,FNAC,LIBRERIA
51340,77,2005-06-13,44,16,186,5,LA CAVA DE MAGALLANES,EXPENDIDURIA OFICIAL DE TABACO,TABACO
8648,6,2005-06-07,28,19,107,02,ESPASA CALPE S.A.,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
85,1,2003-08-18,58,15,2,45,AUTOPISTA DEL SOL,AUTOPISTAS (TERMINALES),COCHE
25770,32,2010-04-26,27,23,96,19,REST. MARISQUERIA LUIS,RESTAURANTES RESTO,RESTAURANTE
42927,65,2008-05-30,36,13,17,ESPASA CALPE S.A.,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
10160,6,2010-02-13,1,15,98,15,ESPASA CALPE S.A.,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
66889,55,2004-07-27,52,23,91,26,TABERNA KANTUTA,RESTAURANTES RESTO,RESTAURANTE
3220,4,2004-11-11,20,15,0,94,AUTEMA AUTOPISTA TERRASSA MANR,AUTOPISTAS (TERMINALES),COCHE
25416,30,2011-07-30,16,19,50,GPV EL ESCORIAL MI,C.A.M.P.S.A.,COCHE
27621,35,2003-11-21,9,14,143,97,SIDRERIA KUPELA,RESTAURANTES RESTO,RESTAURANTE
36156,48,2007-02-04,28,19,60,59,JUTECO,G.SUPERFICIES DE DROGUERIA Y PERFUMERIA,SUPERMERCADO
64538,61,2008-05-06,23,0,151,94,ASADOR FRONTON S.L.,RESTAURANTES RESTO,RESTAURANTE
2212,83,2006-10-02,53,9,58,E S CONCORDY S A,C.A.M.P.S.A.,COCHE
61359,28,2006-03-15,15,12,300,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
18988,23,2007-05-30,18,15,110,5,LAGA 2000 S.L.,RESTAURANTES RESTO,RESTAURANTE
30288,40,2005-12-28,48,15,12,THE CAPI TAVERN,CAFETERIAS,SNACKS,RESTAURANTE
46282,66,2011-09-09,21,19,68,51,CEDIPSA IRASO,CEPSA,COCHE
56590,80,2009-03-25,15,15,11,85,LA TABERNA DE CHANA,CAFETERIAS,SNACKS,RESTAURANTE
71289,9,2010-03-26,50,16,86,09,NESPRESSO VELAZQUEZ. MAD,NESPRESSO,RESTAURANTE
66172,59,2007-06-07,24,18,500,,CAJEROS AUTOMATICOS,CA$H
56828,80,2009-11-07,31,1,161,6,DERIVADOS DE LA NATURALEZA SA,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
21546,26,2009-10-05,29,16,100,5,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
66352,59,2009-01-03,49,12,500,,CAJEROS AUTOMATICOS,CA$H
28305,35,2008-12-18,2,17,185,75,VOGUEVARA,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
43253,65,2009-05-14,29,16,178,TRASPIES ZAPATOS,ZAPATERIAS,ROPA
3760,4,2006-07-17,0,17,103,05,QUENCO BAR RESTAURANT,RESTAURANTES RESTO,RESTAURANTE
13219,15,2008-09-21,34,16,165,RESTAURANTE LA DORADA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
53539,78,2006-09-13,29,15,5,4,APARCAMIENTO CORTES,GARAJES,RESTO DE APARCAMIENTOS,COCHE
52271,77,2009-08-06,36,14,1339,94,GUARNICIONERIA EL MOLINO,TAPICERIAS,ALFOMBRAS,HOGAR
26475,32,2011-02-21,29,16,112,EL CAFE DE ORIENTE,CAFETERIAS,SNACKS,RESTAURANTE
64418,61,2007-09-19,43,21,19,5,TICKETMASTER ENTRADAS WEB,ESPECTACULOS Y DEPORTES,SALIDAS
73956,52,2004-12-15,40,15,204,86,,MARROQUINERIA,ARTICULOS DE VIAJE,COMPRA BIENES
55899,80,2007-06-08,31,18,85,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
50284,73,2008-08-11,39,15,16,5,EL LABRIEGO,RESTAURANTES RESTO,RESTAURANTE
50272,73,2008-08-02,7,15,68,5,DEL DIEGO COCKTAILS,RESTAURANTES RESTO,RESTAURANTE
19002,23,2007-06-19,25,9,6,4,METRO DE MADRID, S.A.,METRO,TREN
49697,73,2007-06-11,53,9,530,TREKKING Y AVENTURA SL,AGENCIAS DE VIAJES,VIAJE
8382,6,2004-06-11,22,15,136,96,TAPENADE,RESTAURANTE RESTO NIVEL 2,RESTAURANTE
32690,44,2005-03-22,32,15,29,31,RESTAURANTE CAFE MORGAN,RESTAURANTES RESTO,RESTAURANTE
57631,80,2011-09-21,56,22,49,79,CERVECERIA REST CANTALEJO,RESTAURANTES RESTO,RESTAURANTE
26554,32,2011-03-26,5,16,36,CAFE SOCCER,RESTAURANTES RESTO,RESTAURANTE
64982,74,2003-08-16,34,0,208,97,CHIRINGUITO LA PESQUERA,RESTAURANTE RESTO NIVEL 4,RESTAURANTE
47957,68,2006-05-01,22,18,75,12,E.S. LAS CUARTILLAS I,C.A.M.P.S.A.,COCHE
13307,15,2009-03-18,14,15,37,65,E.S.VEGONES DER,C.A.M.P.S.A.,COCHE
41199,64,2011-05-05,35,15,5,59,APARCAMIENTO CORTES,GARAJES Y APARCAMIENTOS,COCHE
61335,28,2006-02-13,38,16,63,E.S. MACAR,S.A.,GASOLINERAS,COCHE
1655,2,2005-03-20,8,14,64,47,HIPERCOR GRANADA,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
42522,65,2006-12-14,0,13,42,59,EST SERV SHELL,GASOLINERAS,COCHE
53234,78,2005-08-17,38,15,2,75,AUTOPISTA DEL SURESTE (AUSUR),AUTOPISTAS (TERMINALES),COCHE
55117,80,2005-02-22,51,15,20,5,TABERNA TREINTA Y UNA REA,CAFETERIAS,SNACKS,RESTAURANTE
8625,6,2005-05-19,23,15,33,13,POZUELO 4 S L,GASOLINERAS,COCHE
30710,40,2007-06-18,38,18,46,79,LIBRERIA CIVITAS,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
5124,4,2009-06-28,33,13,20,29,FARMACIA MARIO VICENTE-AR,FARMACIAS,SALUD
6379,5,2003-08-03,37,15,49,22,,SHERATON (SHERATON HOTELS),HOTEL
56152,80,2008-01-20,15,11,30,E.S. ACACIAS,GASOLINERAS,COCHE
62844,28,2011-07-27,11,13,300,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
58718,82,2011-08-19,6,14,10,05,IBERPISTAS, S.A.C.E.,AUTOPISTAS (TERMINALES),COCHE
25382,30,2011-05-27,49,16,180,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
39025,60,2007-12-13,19,21,8,5,RADIO TAXI LIC. 2610,TAXIS,COCHE
51619,77,2007-01-17,45,10,71,81,E.S. ALMARAZ KM. 200, S.L.,C.A.M.P.S.A.,COCHE
15696,19,2003-01-02,41,15,544,FNAC,FNAC,LIBRERIA
34764,46,2011-07-28,27,16,128,03,EL CORTE INGLES C.C. CAMPO NAC,EL CORTE INGLES,COMPRA BIENES
42501,65,2006-11-19,25,13,108,44,CARREFOUR MAJADAHONDA,CARREFOUR,SUPERMERCADO
37260,51,2011-07-22,7,14,357,6,RESTAURANTE BOTAVARA,RESTAURANTES RESTO,RESTAURANTE
70955,9,2008-05-01,12,15,63,91,E.S. IMARCOAIN MARGEN IZQU,C.A.M.P.S.A.,COCHE
20990,26,2006-06-13,8,16,51,2,E.S.SANCHEZ CAMPOS,C.A.M.P.S.A.,COCHE
41021,64,2010-06-01,21,18,40,EAR SL,GASOLINERAS,COCHE
75010,75,2010-09-24,13,18,133,DECATHLON MAJADAHONDA,DECATHLON,ROPA
59883,54,2009-05-15,12,0,103,3,RESTAURANTE GOURMET,RESTAURANTES RESTO,RESTAURANTE
32324,44,2003-03-12,31,17,47,59,NISA (H 24) PETROLANDIA S.L.,GASOLINERAS,COCHE
67550,55,2009-12-30,38,13,180,TOYFER MODA S.L.,CONFECCION TEXTIL EN GENERAL,ROPA
22899,29,2005-09-23,29,22,124,55,THE CAPI TAVERN,CAFETERIAS,SNACKS,RESTAURANTE
67054,55,2005-11-05,47,17,54,4,RENFE 001,R.E.N.F.E.,TREN
15367,17,2011-03-04,53,16,240,ADOC GOURMET, S.A.,RESTAURANTES RESTO,RESTAURANTE
33135,44,2007-09-07,46,14,58,E.S.LOPEZ HNOS. S.A.,C.A.M.P.S.A.,COCHE
32404,44,2003-09-29,52,18,257,79,LIBRERIA PEDAGOGICA,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
65967,59,2005-12-12,0,16,462,86,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
10393,8,2010-07-30,22,18,100,KTUIN SISTEMAS INFORMATICOS SA,ELECTRODOMESTICOS,EQUIPOS ELECTRICOS,HOGAR
49010,73,2005-07-11,23,15,27,5,EN BOCA DE GOYA,RESTAURANTES RESTO,RESTAURANTE
19854,24,2005-12-15,13,16,112,5,RESTAURANTE SULU,RESTAURANTES RESTO,RESTAURANTE
17514,20,2008-04-23,27,16,122,COCOBYN,RESTAURANTES RESTO,RESTAURANTE
52797,77,2011-05-08,8,10,62,72,GPV MATEO INURRIA,C.A.M.P.S.A.,COCHE
7533,5,2009-05-17,25,19,0,85,HIPERCOR MENDEZ ALVARO,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
35477,49,2006-05-24,23,16,2,54,PARKING EGUISA C/SEVILLA,GARAJES Y APARCAMIENTOS,COCHE
74439,52,2006-12-29,7,16,433,58,,MARROQUINERIA,ARTICULOS DE VIAJE,COMPRA BIENES
70440,9,2004-06-08,34,16,112,15,RESTAURANTE LA QUINTANA,RESTAURANTES RESTO,RESTAURANTE
39856,60,2010-08-05,33,17,36,02,GALPGEST- ES MEIS,GASOLINERAS,COCHE
37397,53,2011-05-05,18,14,59,9,REST.IROCCO,VIPS,MISC
25282,30,2010-12-14,40,0,29,95,JUTECO,BODYBELL JUTECO,ESTETICA
69436,11,2004-01-25,11,14,155,22,HIPERCOR CAMPO NACIONES-SUPER,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
10025,6,2009-08-21,24,22,132,6,ASADOR DE ANGEL,RESTAURANTES RESTO,RESTAURANTE
65867,59,2004-10-01,17,16,4,25,PARKING EGUISA C/SEVILLA,GARAJES Y APARCAMIENTOS,COCHE
32682,44,2005-03-13,21,15,50,E.S. EXPLOTACIONES IND,GASOLINERAS,COCHE
25131,30,2010-06-04,34,17,177,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
19204,23,2008-02-27,15,16,170,REST. LA BUGANVILLA,RESTAURANTES RESTO,RESTAURANTE
48020,68,2006-08-07,36,14,8,3,IBERPISTAS, S.A.C.E.,AUTOPISTAS (TERMINALES),COCHE
62887,28,2011-08-18,42,15,115,31,,HELADERIA,RESTAURANTE
44036,65,2011-08-09,21,20,23,75,FERRETERIA ALCAZABA CB,FERRETERIA,BRICOLAJE,MENAJE DEL HOGAR,HOGAR
